00000000000000000000000001010011 : 00000000000000000000000001010011 : 83 ... OK
00000000000000000000000001001000 : 00000000000000000000000001010110 : 86 ... FAIL
00000000000000000000000001100010 : 00000000000000000000000001001101 : 77 ... FAIL
00000000000000000000000000011110 : 00000000000000000000000000001111 : 15 ... FAIL
00000000000000000000000000111111 : 00000000000000000000000001011101 : 93 ... FAIL
00000000000000000000000000101111 : 00000000000000000000000000100011 : 35 ... FAIL
00000000000000000000000000110010 : 00000000000000000000000001010110 : 86 ... FAIL
00000000000000000000000000011110 : 00000000000000000000000001011100 : 92 ... FAIL
00000000000000000000000001001001 : 00000000000000000000000000110001 : 49 ... FAIL
00000000000000000000000000001110 : 00000000000000000000000000010101 : 21 ... FAIL
00000000000000000000000000111011 : 00000000000000000000000000111110 : 62 ... FAIL
00000000000000000000000000010110 : 00000000000000000000000000011011 : 27 ... FAIL
00000000000000000000000000101111 : 00000000000000000000000001011010 : 90 ... FAIL
00000000000000000000000000011000 : 00000000000000000000000000111011 : 59 ... FAIL
00000000000000000000000001010010 : 00000000000000000000000000111111 : 63 ... FAIL
00000000000000000000000000100011 : 00000000000000000000000000011010 : 26 ... FAIL
00000000000000000000000000100000 : 00000000000000000000000000101000 : 40 ... FAIL
00000000000000000000000000000100 : 00000000000000000000000000011010 : 26 ... FAIL
00000000000000000000000000110110 : 00000000000000000000000001001000 : 72 ... FAIL
00000000000000000000000000101011 : 00000000000000000000000000100100 : 36 ... FAIL
00000000000000000000000001100010 : 00000000000000000000000000001011 : 11 ... FAIL
00000000000000000000000001010110 : 00000000000000000000000001000100 : 68 ... FAIL
00000000000000000000000000101000 : 00000000000000000000000001000011 : 67 ... FAIL
00000000000000000000000001001110 : 00000000000000000000000000011101 : 29 ... FAIL
00000000000000000000000000111011 : 00000000000000000000000001010010 : 82 ... FAIL
00000000000000000000000000111110 : 00000000000000000000000000011110 : 30 ... FAIL
00000000000000000000000000111110 : 00000000000000000000000000111110 : 62 ... OK
00000000000000000000000001010011 : 00000000000000000000000000010111 : 23 ... FAIL
00000000000000000000000000101001 : 00000000000000000000000001000011 : 67 ... FAIL
00000000000000000000000000110000 : 00000000000000000000000000100011 : 35 ... FAIL
00000000000000000000000000010111 : 00000000000000000000000000011101 : 29 ... FAIL
00000000000000000000000000011000 : 00000000000000000000000000000010 : 2 ... FAIL
00000000000000000000000001001000 : 00000000000000000000000000010110 : 22 ... FAIL
00000000000000000000000000010110 : 00000000000000000000000000111010 : 58 ... FAIL
00000000000000000000000000110110 : 00000000000000000000000001000101 : 69 ... FAIL
00000000000000000000000000100011 : 00000000000000000000000001000011 : 67 ... FAIL
00000000000000000000000000010101 : 00000000000000000000000001011101 : 93 ... FAIL
00000000000000000000000000111001 : 00000000000000000000000000111000 : 56 ... FAIL
00000000000000000000000001000001 : 00000000000000000000000000001011 : 11 ... FAIL
00000000000000000000000000101111 : 00000000000000000000000000101010 : 42 ... FAIL
00000000000000000000000001000111 : 00000000000000000000000000011101 : 29 ... FAIL
00000000000000000000000001001100 : 00000000000000000000000001001001 : 73 ... FAIL
00000000000000000000000001000101 : 00000000000000000000000000010101 : 21 ... FAIL
00000000000000000000000000010010 : 00000000000000000000000000010011 : 19 ... FAIL
00000000000000000000000000000001 : 00000000000000000000000001010100 : 84 ... FAIL
00000000000000000000000000000011 : 00000000000000000000000000100101 : 37 ... FAIL
00000000000000000000000000110101 : 00000000000000000000000001100010 : 98 ... FAIL
00000000000000000000000000100001 : 00000000000000000000000000011000 : 24 ... FAIL
00000000000000000000000000000111 : 00000000000000000000000000001111 : 15 ... FAIL
00000000000000000000000000111011 : 00000000000000000000000001000110 : 70 ... FAIL
00000000000000000000000000011100 : 00000000000000000000000000001101 : 13 ... FAIL
00000000000000000000000000000110 : 00000000000000000000000000011010 : 26 ... FAIL
00000000000000000000000001100001 : 00000000000000000000000001011011 : 91 ... FAIL
00000000000000000000000000010100 : 00000000000000000000000001010000 : 80 ... FAIL
00000000000000000000000001010100 : 00000000000000000000000000111000 : 56 ... FAIL
00000000000000000000000000001000 : 00000000000000000000000001001001 : 73 ... FAIL
00000000000000000000000000100010 : 00000000000000000000000000111110 : 62 ... FAIL
00000000000000000000000001100010 : 00000000000000000000000001000110 : 70 ... FAIL
00000000000000000000000001011011 : 00000000000000000000000001100000 : 96 ... FAIL
00000000000000000000000001001100 : 00000000000000000000000001010001 : 81 ... FAIL
00000000000000000000000001100010 : 00000000000000000000000000000101 : 5 ... FAIL
00000000000000000000000000001111 : 00000000000000000000000000011001 : 25 ... FAIL
00000000000000000000000000110100 : 00000000000000000000000001010100 : 84 ... FAIL
00000000000000000000000001000111 : 00000000000000000000000000011011 : 27 ... FAIL
00000000000000000000000001011001 : 00000000000000000000000000100100 : 36 ... FAIL
00000000000000000000000000111011 : 00000000000000000000000000000101 : 5 ... FAIL
00000000000000000000000000000110 : 00000000000000000000000000101110 : 46 ... FAIL
00000000000000000000000000001010 : 00000000000000000000000000011101 : 29 ... FAIL
00000000000000000000000000010000 : 00000000000000000000000000001101 : 13 ... FAIL
00000000000000000000000000011000 : 00000000000000000000000000111001 : 57 ... FAIL
00000000000000000000000000001001 : 00000000000000000000000000011000 : 24 ... FAIL
00000000000000000000000000100111 : 00000000000000000000000001011111 : 95 ... FAIL
00000000000000000000000000000000 : 00000000000000000000000001010010 : 82 ... FAIL
00000000000000000000000001001110 : 00000000000000000000000000101101 : 45 ... FAIL
00000000000000000000000000001001 : 00000000000000000000000000001110 : 14 ... FAIL
00000000000000000000000000110101 : 00000000000000000000000001000011 : 67 ... FAIL
00000000000000000000000001010001 : 00000000000000000000000000100010 : 34 ... FAIL
00000000000000000000000000001110 : 00000000000000000000000001000000 : 64 ... FAIL
00000000000000000000000000100110 : 00000000000000000000000000101011 : 43 ... FAIL
00000000000000000000000001011001 : 00000000000000000000000000110010 : 50 ... FAIL
00000000000000000000000000011010 : 00000000000000000000000001010111 : 87 ... FAIL
00000000000000000000000001000011 : 00000000000000000000000000001000 : 8 ... FAIL
00000000000000000000000000101111 : 00000000000000000000000001001100 : 76 ... FAIL
00000000000000000000000000010111 : 00000000000000000000000001001110 : 78 ... FAIL
00000000000000000000000001010111 : 00000000000000000000000001011000 : 88 ... FAIL
00000000000000000000000000011111 : 00000000000000000000000001010100 : 84 ... FAIL
00000000000000000000000000100000 : 00000000000000000000000000000011 : 3 ... FAIL
00000000000000000000000000010110 : 00000000000000000000000000110011 : 51 ... FAIL
00000000000000000000000001010001 : 00000000000000000000000000110110 : 54 ... FAIL
00000000000000000000000001001011 : 00000000000000000000000001100011 : 99 ... FAIL
00000000000000000000000000110010 : 00000000000000000000000000100000 : 32 ... FAIL
00000000000000000000000001001111 : 00000000000000000000000000111100 : 60 ... FAIL
00000000000000000000000001011010 : 00000000000000000000000001001100 : 76 ... FAIL
00000000000000000000000000110110 : 00000000000000000000000001000100 : 68 ... FAIL
